



                              FlightStream plot


     Simulation file:                            I:\Senior Design 2\AircraftDesignGroup6\flighstream.fsm
     Angle of attack (Deg)                       25.000
     Side-slip angle (Deg)                       .000
     Freestream velocity (in/s)                  20850.394
     Requested solver iterations                 1000
     Solver convergence limit                     1.000E-05
     Force solver to run all iterations           F
     Time increment (sec)                        1.000
     Solver model:                               Incompressible
     Solver mode:                                Steady
     Reference velocity (in/s)                   3937.008
     Reference length (in)                       197.640
     Reference area (in^2)                       1550.000
     Altitude (ft)                               .000
                                                  
     Wake refinement size (% average mesh size)  1000.000
     Reynolds Number                             34407128.
     Coordinate frame for analysis:              Reference
     Current solver iteration number:            1071
----------------------------------------------------------------------------------------------------
Lift coefficient_X, Lift coefficient_Y, Induced drag coefficient (vorticity)_X, Induced drag coefficient (vorticity)_Y, Pitching moment coefficient_X, Pitching moment coefficient_Y, 
0.1600000000000000E+03,0.4987489134475348E-01,0.1600000000000000E+03,0.0000000000000000E+00,0.1600000000000000E+03,-0.2465653412855700E-01,
0.1610000000000000E+03,0.4987489134475348E-01,0.1610000000000000E+03,0.0000000000000000E+00,0.1610000000000000E+03,-0.2465653412855700E-01,
0.1620000000000000E+03,0.4987489134475348E-01,0.1620000000000000E+03,0.0000000000000000E+00,0.1620000000000000E+03,-0.2465653412855700E-01,
0.1630000000000000E+03,0.4987489134475348E-01,0.1630000000000000E+03,0.0000000000000000E+00,0.1630000000000000E+03,-0.2465653412855700E-01,
0.1640000000000000E+03,0.4987489134475348E-01,0.1640000000000000E+03,0.0000000000000000E+00,0.1640000000000000E+03,-0.2465653412855700E-01,
0.1650000000000000E+03,0.4987489134475348E-01,0.1650000000000000E+03,0.0000000000000000E+00,0.1650000000000000E+03,-0.2465653412855700E-01,
0.1660000000000000E+03,0.4987489134475348E-01,0.1660000000000000E+03,0.0000000000000000E+00,0.1660000000000000E+03,-0.2465653412855700E-01,
0.1670000000000000E+03,0.4987489134475348E-01,0.1670000000000000E+03,0.0000000000000000E+00,0.1670000000000000E+03,-0.2465653412855700E-01,
0.1680000000000000E+03,0.4987489134475348E-01,0.1680000000000000E+03,0.0000000000000000E+00,0.1680000000000000E+03,-0.2465653412855700E-01,
0.1690000000000000E+03,0.4987489134475348E-01,0.1690000000000000E+03,0.0000000000000000E+00,0.1690000000000000E+03,-0.2465653412855700E-01,
0.1700000000000000E+03,0.4987489134475348E-01,0.1700000000000000E+03,0.0000000000000000E+00,0.1700000000000000E+03,-0.2465653412855700E-01,
0.1710000000000000E+03,0.4987489134475348E-01,0.1710000000000000E+03,0.0000000000000000E+00,0.1710000000000000E+03,-0.2465653412855700E-01,
0.1720000000000000E+03,0.4987489134475348E-01,0.1720000000000000E+03,0.0000000000000000E+00,0.1720000000000000E+03,-0.2465653412855700E-01,
0.1730000000000000E+03,0.4987489134475348E-01,0.1730000000000000E+03,0.0000000000000000E+00,0.1730000000000000E+03,-0.2465653412855700E-01,
0.1740000000000000E+03,0.4987489134475348E-01,0.1740000000000000E+03,0.0000000000000000E+00,0.1740000000000000E+03,-0.2465653412855700E-01,
0.1750000000000000E+03,0.4987489134475348E-01,0.1750000000000000E+03,0.0000000000000000E+00,0.1750000000000000E+03,-0.2465653412855700E-01,
0.1760000000000000E+03,0.4987489134475348E-01,0.1760000000000000E+03,0.0000000000000000E+00,0.1760000000000000E+03,-0.2465653412855700E-01,
0.1770000000000000E+03,0.4987489134475348E-01,0.1770000000000000E+03,0.0000000000000000E+00,0.1770000000000000E+03,-0.2465653412855700E-01,
0.1780000000000000E+03,0.4987489134475348E-01,0.1780000000000000E+03,0.0000000000000000E+00,0.1780000000000000E+03,-0.2465653412855700E-01,
0.1790000000000000E+03,0.4987489134475348E-01,0.1790000000000000E+03,0.0000000000000000E+00,0.1790000000000000E+03,-0.2465653412855700E-01,
0.1800000000000000E+03,0.4987489134475348E-01,0.1800000000000000E+03,0.0000000000000000E+00,0.1800000000000000E+03,-0.2465653412855700E-01,
0.1810000000000000E+03,0.4987489134475348E-01,0.1810000000000000E+03,0.0000000000000000E+00,0.1810000000000000E+03,-0.2465653412855700E-01,
0.1820000000000000E+03,0.4987489134475348E-01,0.1820000000000000E+03,0.0000000000000000E+00,0.1820000000000000E+03,-0.2465653412855700E-01,
0.1830000000000000E+03,0.4987489134475348E-01,0.1830000000000000E+03,0.0000000000000000E+00,0.1830000000000000E+03,-0.2465653412855700E-01,
0.1840000000000000E+03,0.4987489134475348E-01,0.1840000000000000E+03,0.0000000000000000E+00,0.1840000000000000E+03,-0.2465653412855700E-01,
0.1850000000000000E+03,0.4987489134475348E-01,0.1850000000000000E+03,0.0000000000000000E+00,0.1850000000000000E+03,-0.2465653412855700E-01,
0.1860000000000000E+03,0.4987489134475348E-01,0.1860000000000000E+03,0.0000000000000000E+00,0.1860000000000000E+03,-0.2465653412855700E-01,
0.1870000000000000E+03,0.4987489134475348E-01,0.1870000000000000E+03,0.0000000000000000E+00,0.1870000000000000E+03,-0.2465653412855700E-01,
0.1880000000000000E+03,0.4987489134475348E-01,0.1880000000000000E+03,0.0000000000000000E+00,0.1880000000000000E+03,-0.2465653412855700E-01,
0.1890000000000000E+03,0.4987489134475348E-01,0.1890000000000000E+03,0.0000000000000000E+00,0.1890000000000000E+03,-0.2465653412855700E-01,
0.1900000000000000E+03,0.4987489134475348E-01,0.1900000000000000E+03,0.0000000000000000E+00,0.1900000000000000E+03,-0.2465653412855700E-01,
0.1910000000000000E+03,0.4987489134475348E-01,0.1910000000000000E+03,0.0000000000000000E+00,0.1910000000000000E+03,-0.2465653412855700E-01,
0.1920000000000000E+03,0.4987489134475348E-01,0.1920000000000000E+03,0.0000000000000000E+00,0.1920000000000000E+03,-0.2465653412855700E-01,
0.1930000000000000E+03,0.4987489134475348E-01,0.1930000000000000E+03,0.0000000000000000E+00,0.1930000000000000E+03,-0.2465653412855700E-01,
0.1940000000000000E+03,0.4987489134475348E-01,0.1940000000000000E+03,0.0000000000000000E+00,0.1940000000000000E+03,-0.2465653412855700E-01,
0.1950000000000000E+03,0.4987489134475348E-01,0.1950000000000000E+03,0.0000000000000000E+00,0.1950000000000000E+03,-0.2465653412855700E-01,
0.1960000000000000E+03,0.4987489134475348E-01,0.1960000000000000E+03,0.0000000000000000E+00,0.1960000000000000E+03,-0.2465653412855700E-01,
0.1970000000000000E+03,0.4987489134475348E-01,0.1970000000000000E+03,0.0000000000000000E+00,0.1970000000000000E+03,-0.2465653412855700E-01,
0.1980000000000000E+03,0.4987489134475348E-01,0.1980000000000000E+03,0.0000000000000000E+00,0.1980000000000000E+03,-0.2465653412855700E-01,
0.1990000000000000E+03,0.4987489134475348E-01,0.1990000000000000E+03,0.0000000000000000E+00,0.1990000000000000E+03,-0.2465653412855700E-01,
0.2000000000000000E+03,0.4987489134475348E-01,0.2000000000000000E+03,0.0000000000000000E+00,0.2000000000000000E+03,-0.2465653412855700E-01,
0.2010000000000000E+03,0.4987489134475348E-01,0.2010000000000000E+03,0.0000000000000000E+00,0.2010000000000000E+03,-0.2465653412855700E-01,
0.2020000000000000E+03,0.4987489134475348E-01,0.2020000000000000E+03,0.0000000000000000E+00,0.2020000000000000E+03,-0.2465653412855700E-01,
0.2030000000000000E+03,0.4987489134475348E-01,0.2030000000000000E+03,0.0000000000000000E+00,0.2030000000000000E+03,-0.2465653412855700E-01,
0.2040000000000000E+03,0.4987489134475348E-01,0.2040000000000000E+03,0.0000000000000000E+00,0.2040000000000000E+03,-0.2465653412855700E-01,
0.2050000000000000E+03,0.4987489134475348E-01,0.2050000000000000E+03,0.0000000000000000E+00,0.2050000000000000E+03,-0.2465653412855700E-01,
0.2060000000000000E+03,0.4987489134475348E-01,0.2060000000000000E+03,0.0000000000000000E+00,0.2060000000000000E+03,-0.2465653412855700E-01,
0.2070000000000000E+03,0.4987489134475348E-01,0.2070000000000000E+03,0.0000000000000000E+00,0.2070000000000000E+03,-0.2465653412855700E-01,
0.2080000000000000E+03,0.4987489134475348E-01,0.2080000000000000E+03,0.0000000000000000E+00,0.2080000000000000E+03,-0.2465653412855700E-01,
0.2090000000000000E+03,0.4987489134475348E-01,0.2090000000000000E+03,0.0000000000000000E+00,0.2090000000000000E+03,-0.2465653412855700E-01,
0.2100000000000000E+03,0.4987489134475348E-01,0.2100000000000000E+03,0.0000000000000000E+00,0.2100000000000000E+03,-0.2465653412855700E-01,
0.2110000000000000E+03,0.4987489134475348E-01,0.2110000000000000E+03,0.0000000000000000E+00,0.2110000000000000E+03,-0.2465653412855700E-01,
0.2120000000000000E+03,0.4987489134475348E-01,0.2120000000000000E+03,0.0000000000000000E+00,0.2120000000000000E+03,-0.2465653412855700E-01,
0.2130000000000000E+03,0.4987489134475348E-01,0.2130000000000000E+03,0.0000000000000000E+00,0.2130000000000000E+03,-0.2465653412855700E-01,
0.2140000000000000E+03,0.4987489134475348E-01,0.2140000000000000E+03,0.0000000000000000E+00,0.2140000000000000E+03,-0.2465653412855700E-01,
0.2150000000000000E+03,0.4987489134475348E-01,0.2150000000000000E+03,0.0000000000000000E+00,0.2150000000000000E+03,-0.2465653412855700E-01,
0.2160000000000000E+03,0.4987489134475348E-01,0.2160000000000000E+03,0.0000000000000000E+00,0.2160000000000000E+03,-0.2465653412855700E-01,
0.2170000000000000E+03,0.4987489134475348E-01,0.2170000000000000E+03,0.0000000000000000E+00,0.2170000000000000E+03,-0.2465653412855700E-01,
0.2180000000000000E+03,0.4987489134475348E-01,0.2180000000000000E+03,0.0000000000000000E+00,0.2180000000000000E+03,-0.2465653412855700E-01,
0.2190000000000000E+03,0.4987489134475348E-01,0.2190000000000000E+03,0.0000000000000000E+00,0.2190000000000000E+03,-0.2465653412855700E-01,
0.2200000000000000E+03,0.4987489134475348E-01,0.2200000000000000E+03,0.0000000000000000E+00,0.2200000000000000E+03,-0.2465653412855700E-01,
0.2210000000000000E+03,0.4987489134475348E-01,0.2210000000000000E+03,0.0000000000000000E+00,0.2210000000000000E+03,-0.2465653412855700E-01,
0.2220000000000000E+03,0.4987489134475348E-01,0.2220000000000000E+03,0.0000000000000000E+00,0.2220000000000000E+03,-0.2465653412855700E-01,
0.2230000000000000E+03,0.4987489134475348E-01,0.2230000000000000E+03,0.0000000000000000E+00,0.2230000000000000E+03,-0.2465653412855700E-01,
0.2240000000000000E+03,0.4987489134475348E-01,0.2240000000000000E+03,0.0000000000000000E+00,0.2240000000000000E+03,-0.2465653412855700E-01,
0.2250000000000000E+03,0.4987489134475348E-01,0.2250000000000000E+03,0.0000000000000000E+00,0.2250000000000000E+03,-0.2465653412855700E-01,
0.2260000000000000E+03,0.4987489134475348E-01,0.2260000000000000E+03,0.0000000000000000E+00,0.2260000000000000E+03,-0.2465653412855700E-01,
0.2270000000000000E+03,0.4987489134475348E-01,0.2270000000000000E+03,0.0000000000000000E+00,0.2270000000000000E+03,-0.2465653412855700E-01,
0.2280000000000000E+03,0.4987489134475348E-01,0.2280000000000000E+03,0.0000000000000000E+00,0.2280000000000000E+03,-0.2465653412855700E-01,
0.2290000000000000E+03,0.4987489134475348E-01,0.2290000000000000E+03,0.0000000000000000E+00,0.2290000000000000E+03,-0.2465653412855700E-01,
0.2300000000000000E+03,0.4987489134475348E-01,0.2300000000000000E+03,0.0000000000000000E+00,0.2300000000000000E+03,-0.2465653412855700E-01,
0.2310000000000000E+03,0.4987489134475348E-01,0.2310000000000000E+03,0.0000000000000000E+00,0.2310000000000000E+03,-0.2465653412855700E-01,
0.2320000000000000E+03,0.4987489134475348E-01,0.2320000000000000E+03,0.0000000000000000E+00,0.2320000000000000E+03,-0.2465653412855700E-01,
0.2330000000000000E+03,0.4987489134475348E-01,0.2330000000000000E+03,0.0000000000000000E+00,0.2330000000000000E+03,-0.2465653412855700E-01,
0.2340000000000000E+03,0.4987489134475348E-01,0.2340000000000000E+03,0.0000000000000000E+00,0.2340000000000000E+03,-0.2465653412855700E-01,
0.2350000000000000E+03,0.4987489134475348E-01,0.2350000000000000E+03,0.0000000000000000E+00,0.2350000000000000E+03,-0.2465653412855700E-01,
0.2360000000000000E+03,0.4987489134475348E-01,0.2360000000000000E+03,0.0000000000000000E+00,0.2360000000000000E+03,-0.2465653412855700E-01,
0.2370000000000000E+03,0.4987489134475348E-01,0.2370000000000000E+03,0.0000000000000000E+00,0.2370000000000000E+03,-0.2465653412855700E-01,
0.2380000000000000E+03,0.4987489134475348E-01,0.2380000000000000E+03,0.0000000000000000E+00,0.2380000000000000E+03,-0.2465653412855700E-01,
0.2390000000000000E+03,0.4987489134475348E-01,0.2390000000000000E+03,0.0000000000000000E+00,0.2390000000000000E+03,-0.2465653412855700E-01,
0.2400000000000000E+03,0.4987489134475348E-01,0.2400000000000000E+03,0.0000000000000000E+00,0.2400000000000000E+03,-0.2465653412855700E-01,
0.2410000000000000E+03,0.4987489134475348E-01,0.2410000000000000E+03,0.0000000000000000E+00,0.2410000000000000E+03,-0.2465653412855700E-01,
0.2420000000000000E+03,0.4987489134475348E-01,0.2420000000000000E+03,0.0000000000000000E+00,0.2420000000000000E+03,-0.2465653412855700E-01,
0.2430000000000000E+03,0.4987489134475348E-01,0.2430000000000000E+03,0.0000000000000000E+00,0.2430000000000000E+03,-0.2465653412855700E-01,
0.2440000000000000E+03,0.4987489134475348E-01,0.2440000000000000E+03,0.0000000000000000E+00,0.2440000000000000E+03,-0.2465653412855700E-01,
0.2450000000000000E+03,0.4987489134475348E-01,0.2450000000000000E+03,0.0000000000000000E+00,0.2450000000000000E+03,-0.2465653412855700E-01,
0.2460000000000000E+03,0.4987489134475348E-01,0.2460000000000000E+03,0.0000000000000000E+00,0.2460000000000000E+03,-0.2465653412855700E-01,
0.2470000000000000E+03,0.4987489134475348E-01,0.2470000000000000E+03,0.0000000000000000E+00,0.2470000000000000E+03,-0.2465653412855700E-01,
0.2480000000000000E+03,0.4987489134475348E-01,0.2480000000000000E+03,0.0000000000000000E+00,0.2480000000000000E+03,-0.2465653412855700E-01,
0.2490000000000000E+03,0.4987489134475348E-01,0.2490000000000000E+03,0.0000000000000000E+00,0.2490000000000000E+03,-0.2465653412855700E-01,
0.2500000000000000E+03,0.4987489134475348E-01,0.2500000000000000E+03,0.0000000000000000E+00,0.2500000000000000E+03,-0.2465653412855700E-01,
0.2510000000000000E+03,0.4987489134475348E-01,0.2510000000000000E+03,0.0000000000000000E+00,0.2510000000000000E+03,-0.2465653412855700E-01,
0.2520000000000000E+03,0.4987489134475348E-01,0.2520000000000000E+03,0.0000000000000000E+00,0.2520000000000000E+03,-0.2465653412855700E-01,
0.2530000000000000E+03,0.4987489134475348E-01,0.2530000000000000E+03,0.0000000000000000E+00,0.2530000000000000E+03,-0.2465653412855700E-01,
0.2540000000000000E+03,0.4987489134475348E-01,0.2540000000000000E+03,0.0000000000000000E+00,0.2540000000000000E+03,-0.2465653412855700E-01,
0.2550000000000000E+03,0.4987489134475348E-01,0.2550000000000000E+03,0.0000000000000000E+00,0.2550000000000000E+03,-0.2465653412855700E-01,
0.2560000000000000E+03,0.4987489134475348E-01,0.2560000000000000E+03,0.0000000000000000E+00,0.2560000000000000E+03,-0.2465653412855700E-01,
0.2570000000000000E+03,0.4987489134475348E-01,0.2570000000000000E+03,0.0000000000000000E+00,0.2570000000000000E+03,-0.2465653412855700E-01,
0.2580000000000000E+03,0.4987489134475348E-01,0.2580000000000000E+03,0.0000000000000000E+00,0.2580000000000000E+03,-0.2465653412855700E-01,
0.2590000000000000E+03,0.4987489134475348E-01,0.2590000000000000E+03,0.0000000000000000E+00,0.2590000000000000E+03,-0.2465653412855700E-01,
0.2600000000000000E+03,0.4987489134475348E-01,0.2600000000000000E+03,0.0000000000000000E+00,0.2600000000000000E+03,-0.2465653412855700E-01,
0.2610000000000000E+03,0.4987489134475348E-01,0.2610000000000000E+03,0.0000000000000000E+00,0.2610000000000000E+03,-0.2465653412855700E-01,
0.2620000000000000E+03,0.4987489134475348E-01,0.2620000000000000E+03,0.0000000000000000E+00,0.2620000000000000E+03,-0.2465653412855700E-01,
0.2630000000000000E+03,0.4987489134475348E-01,0.2630000000000000E+03,0.0000000000000000E+00,0.2630000000000000E+03,-0.2465653412855700E-01,
0.2640000000000000E+03,0.4987489134475348E-01,0.2640000000000000E+03,0.0000000000000000E+00,0.2640000000000000E+03,-0.2465653412855700E-01,
0.2650000000000000E+03,0.4987489134475348E-01,0.2650000000000000E+03,0.0000000000000000E+00,0.2650000000000000E+03,-0.2465653412855700E-01,
0.2660000000000000E+03,0.4987489134475348E-01,0.2660000000000000E+03,0.0000000000000000E+00,0.2660000000000000E+03,-0.2465653412855700E-01,
0.2670000000000000E+03,0.4987489134475348E-01,0.2670000000000000E+03,0.0000000000000000E+00,0.2670000000000000E+03,-0.2465653412855700E-01,
0.2680000000000000E+03,0.4987489134475348E-01,0.2680000000000000E+03,0.0000000000000000E+00,0.2680000000000000E+03,-0.2465653412855700E-01,
0.2690000000000000E+03,0.4987489134475348E-01,0.2690000000000000E+03,0.0000000000000000E+00,0.2690000000000000E+03,-0.2465653412855700E-01,
0.2700000000000000E+03,0.4987489134475348E-01,0.2700000000000000E+03,0.0000000000000000E+00,0.2700000000000000E+03,-0.2465653412855700E-01,
0.2710000000000000E+03,0.4987489134475348E-01,0.2710000000000000E+03,0.0000000000000000E+00,0.2710000000000000E+03,-0.2465653412855700E-01,
0.2720000000000000E+03,0.4987489134475348E-01,0.2720000000000000E+03,0.0000000000000000E+00,0.2720000000000000E+03,-0.2465653412855700E-01,
0.2730000000000000E+03,0.4987489134475348E-01,0.2730000000000000E+03,0.0000000000000000E+00,0.2730000000000000E+03,-0.2465653412855700E-01,
0.2740000000000000E+03,0.4987489134475348E-01,0.2740000000000000E+03,0.0000000000000000E+00,0.2740000000000000E+03,-0.2465653412855700E-01,
0.2750000000000000E+03,0.4987489134475348E-01,0.2750000000000000E+03,0.0000000000000000E+00,0.2750000000000000E+03,-0.2465653412855700E-01,
0.2760000000000000E+03,0.4987489134475348E-01,0.2760000000000000E+03,0.0000000000000000E+00,0.2760000000000000E+03,-0.2465653412855700E-01,
0.2770000000000000E+03,0.4987489134475348E-01,0.2770000000000000E+03,0.0000000000000000E+00,0.2770000000000000E+03,-0.2465653412855700E-01,
0.2780000000000000E+03,0.4987489134475348E-01,0.2780000000000000E+03,0.0000000000000000E+00,0.2780000000000000E+03,-0.2465653412855700E-01,
0.2790000000000000E+03,0.4987489134475348E-01,0.2790000000000000E+03,0.0000000000000000E+00,0.2790000000000000E+03,-0.2465653412855700E-01,
0.2800000000000000E+03,0.4987489134475348E-01,0.2800000000000000E+03,0.0000000000000000E+00,0.2800000000000000E+03,-0.2465653412855700E-01,
0.2810000000000000E+03,0.4987489134475348E-01,0.2810000000000000E+03,0.0000000000000000E+00,0.2810000000000000E+03,-0.2465653412855700E-01,
0.2820000000000000E+03,0.4987489134475348E-01,0.2820000000000000E+03,0.0000000000000000E+00,0.2820000000000000E+03,-0.2465653412855700E-01,
0.2830000000000000E+03,0.4987489134475348E-01,0.2830000000000000E+03,0.0000000000000000E+00,0.2830000000000000E+03,-0.2465653412855700E-01,
0.2840000000000000E+03,0.4987489134475348E-01,0.2840000000000000E+03,0.0000000000000000E+00,0.2840000000000000E+03,-0.2465653412855700E-01,
0.2850000000000000E+03,0.4987489134475348E-01,0.2850000000000000E+03,0.0000000000000000E+00,0.2850000000000000E+03,-0.2465653412855700E-01,
0.2860000000000000E+03,0.4987489134475348E-01,0.2860000000000000E+03,0.0000000000000000E+00,0.2860000000000000E+03,-0.2465653412855700E-01,
0.2870000000000000E+03,0.4987489134475348E-01,0.2870000000000000E+03,0.0000000000000000E+00,0.2870000000000000E+03,-0.2465653412855700E-01,
0.2880000000000000E+03,0.4987489134475348E-01,0.2880000000000000E+03,0.0000000000000000E+00,0.2880000000000000E+03,-0.2465653412855700E-01,
0.2890000000000000E+03,0.4987489134475348E-01,0.2890000000000000E+03,0.0000000000000000E+00,0.2890000000000000E+03,-0.2465653412855700E-01,
0.2900000000000000E+03,0.4987489134475348E-01,0.2900000000000000E+03,0.0000000000000000E+00,0.2900000000000000E+03,-0.2465653412855700E-01,
0.2910000000000000E+03,0.4987489134475348E-01,0.2910000000000000E+03,0.0000000000000000E+00,0.2910000000000000E+03,-0.2465653412855700E-01,
0.2920000000000000E+03,0.4987489134475348E-01,0.2920000000000000E+03,0.0000000000000000E+00,0.2920000000000000E+03,-0.2465653412855700E-01,
0.2930000000000000E+03,0.4987489134475348E-01,0.2930000000000000E+03,0.0000000000000000E+00,0.2930000000000000E+03,-0.2465653412855700E-01,
0.2940000000000000E+03,0.4987489134475348E-01,0.2940000000000000E+03,0.0000000000000000E+00,0.2940000000000000E+03,-0.2465653412855700E-01,
0.2950000000000000E+03,0.4987489134475348E-01,0.2950000000000000E+03,0.0000000000000000E+00,0.2950000000000000E+03,-0.2465653412855700E-01,
0.2960000000000000E+03,0.4987489134475348E-01,0.2960000000000000E+03,0.0000000000000000E+00,0.2960000000000000E+03,-0.2465653412855700E-01,
0.2970000000000000E+03,0.4987489134475348E-01,0.2970000000000000E+03,0.0000000000000000E+00,0.2970000000000000E+03,-0.2465653412855700E-01,
0.2980000000000000E+03,0.4987489134475348E-01,0.2980000000000000E+03,0.0000000000000000E+00,0.2980000000000000E+03,-0.2465653412855700E-01,
0.2990000000000000E+03,0.4987489134475348E-01,0.2990000000000000E+03,0.0000000000000000E+00,0.2990000000000000E+03,-0.2465653412855700E-01,
0.3000000000000000E+03,0.4987489134475348E-01,0.3000000000000000E+03,0.0000000000000000E+00,0.3000000000000000E+03,-0.2465653412855700E-01,
0.3010000000000000E+03,0.4987489134475348E-01,0.3010000000000000E+03,0.0000000000000000E+00,0.3010000000000000E+03,-0.2465653412855700E-01,
0.3020000000000000E+03,0.4987489134475348E-01,0.3020000000000000E+03,0.0000000000000000E+00,0.3020000000000000E+03,-0.2465653412855700E-01,
0.3030000000000000E+03,0.4987489134475348E-01,0.3030000000000000E+03,0.0000000000000000E+00,0.3030000000000000E+03,-0.2465653412855700E-01,
0.3040000000000000E+03,0.4987489134475348E-01,0.3040000000000000E+03,0.0000000000000000E+00,0.3040000000000000E+03,-0.2465653412855700E-01,
0.3050000000000000E+03,0.4987489134475348E-01,0.3050000000000000E+03,0.0000000000000000E+00,0.3050000000000000E+03,-0.2465653412855700E-01,
0.3060000000000000E+03,0.4987489134475348E-01,0.3060000000000000E+03,0.0000000000000000E+00,0.3060000000000000E+03,-0.2465653412855700E-01,
0.3070000000000000E+03,0.4987489134475348E-01,0.3070000000000000E+03,0.0000000000000000E+00,0.3070000000000000E+03,-0.2465653412855700E-01,
0.3080000000000000E+03,0.4987489134475348E-01,0.3080000000000000E+03,0.0000000000000000E+00,0.3080000000000000E+03,-0.2465653412855700E-01,
0.3090000000000000E+03,0.4987489134475348E-01,0.3090000000000000E+03,0.0000000000000000E+00,0.3090000000000000E+03,-0.2465653412855700E-01,
0.3100000000000000E+03,0.4987489134475348E-01,0.3100000000000000E+03,0.0000000000000000E+00,0.3100000000000000E+03,-0.2465653412855700E-01,
0.3110000000000000E+03,0.4987489134475348E-01,0.3110000000000000E+03,0.0000000000000000E+00,0.3110000000000000E+03,-0.2465653412855700E-01,
0.3120000000000000E+03,0.4987489134475348E-01,0.3120000000000000E+03,0.0000000000000000E+00,0.3120000000000000E+03,-0.2465653412855700E-01,
0.3130000000000000E+03,0.4987489134475348E-01,0.3130000000000000E+03,0.0000000000000000E+00,0.3130000000000000E+03,-0.2465653412855700E-01,
0.3140000000000000E+03,0.4987489134475348E-01,0.3140000000000000E+03,0.0000000000000000E+00,0.3140000000000000E+03,-0.2465653412855700E-01,
0.3150000000000000E+03,0.4987489134475348E-01,0.3150000000000000E+03,0.0000000000000000E+00,0.3150000000000000E+03,-0.2465653412855700E-01,
0.3160000000000000E+03,0.4987489134475348E-01,0.3160000000000000E+03,0.0000000000000000E+00,0.3160000000000000E+03,-0.2465653412855700E-01,
0.3170000000000000E+03,0.4987489134475348E-01,0.3170000000000000E+03,0.0000000000000000E+00,0.3170000000000000E+03,-0.2465653412855700E-01,
0.3180000000000000E+03,0.4987489134475348E-01,0.3180000000000000E+03,0.0000000000000000E+00,0.3180000000000000E+03,-0.2465653412855700E-01,
0.3190000000000000E+03,0.4987489134475348E-01,0.3190000000000000E+03,0.0000000000000000E+00,0.3190000000000000E+03,-0.2465653412855700E-01,
0.3200000000000000E+03,0.4987489134475348E-01,0.3200000000000000E+03,0.0000000000000000E+00,0.3200000000000000E+03,-0.2465653412855700E-01,
0.3210000000000000E+03,0.4987489134475348E-01,0.3210000000000000E+03,0.0000000000000000E+00,0.3210000000000000E+03,-0.2465653412855700E-01,
0.3220000000000000E+03,0.4987489134475348E-01,0.3220000000000000E+03,0.0000000000000000E+00,0.3220000000000000E+03,-0.2465653412855700E-01,
0.3230000000000000E+03,0.4987489134475348E-01,0.3230000000000000E+03,0.0000000000000000E+00,0.3230000000000000E+03,-0.2465653412855700E-01,
0.3240000000000000E+03,0.4987489134475348E-01,0.3240000000000000E+03,0.0000000000000000E+00,0.3240000000000000E+03,-0.2465653412855700E-01,
0.3250000000000000E+03,0.4987489134475348E-01,0.3250000000000000E+03,0.0000000000000000E+00,0.3250000000000000E+03,-0.2465653412855700E-01,
0.3260000000000000E+03,0.4987489134475348E-01,0.3260000000000000E+03,0.0000000000000000E+00,0.3260000000000000E+03,-0.2465653412855700E-01,
0.3270000000000000E+03,0.4987489134475348E-01,0.3270000000000000E+03,0.0000000000000000E+00,0.3270000000000000E+03,-0.2465653412855700E-01,
0.3280000000000000E+03,0.4987489134475348E-01,0.3280000000000000E+03,0.0000000000000000E+00,0.3280000000000000E+03,-0.2465653412855700E-01,
0.3290000000000000E+03,0.4987489134475348E-01,0.3290000000000000E+03,0.0000000000000000E+00,0.3290000000000000E+03,-0.2465653412855700E-01,
0.3300000000000000E+03,0.4987489134475348E-01,0.3300000000000000E+03,0.0000000000000000E+00,0.3300000000000000E+03,-0.2465653412855700E-01,
0.3310000000000000E+03,0.4987489134475348E-01,0.3310000000000000E+03,0.0000000000000000E+00,0.3310000000000000E+03,-0.2465653412855700E-01,
0.3320000000000000E+03,0.4987489134475348E-01,0.3320000000000000E+03,0.0000000000000000E+00,0.3320000000000000E+03,-0.2465653412855700E-01,
0.3330000000000000E+03,0.4987489134475348E-01,0.3330000000000000E+03,0.0000000000000000E+00,0.3330000000000000E+03,-0.2465653412855700E-01,
0.3340000000000000E+03,0.4987489134475348E-01,0.3340000000000000E+03,0.0000000000000000E+00,0.3340000000000000E+03,-0.2465653412855700E-01,
0.3350000000000000E+03,0.4987489134475348E-01,0.3350000000000000E+03,0.0000000000000000E+00,0.3350000000000000E+03,-0.2465653412855700E-01,
0.3360000000000000E+03,0.4987489134475348E-01,0.3360000000000000E+03,0.0000000000000000E+00,0.3360000000000000E+03,-0.2465653412855700E-01,
0.3370000000000000E+03,0.4987489134475348E-01,0.3370000000000000E+03,0.0000000000000000E+00,0.3370000000000000E+03,-0.2465653412855700E-01,
0.3380000000000000E+03,0.4987489134475348E-01,0.3380000000000000E+03,0.0000000000000000E+00,0.3380000000000000E+03,-0.2465653412855700E-01,
0.3390000000000000E+03,0.4987489134475348E-01,0.3390000000000000E+03,0.0000000000000000E+00,0.3390000000000000E+03,-0.2465653412855700E-01,
0.3400000000000000E+03,0.4987489134475348E-01,0.3400000000000000E+03,0.0000000000000000E+00,0.3400000000000000E+03,-0.2465653412855700E-01,
0.3410000000000000E+03,0.4987489134475348E-01,0.3410000000000000E+03,0.0000000000000000E+00,0.3410000000000000E+03,-0.2465653412855700E-01,
0.3420000000000000E+03,0.4987489134475348E-01,0.3420000000000000E+03,0.0000000000000000E+00,0.3420000000000000E+03,-0.2465653412855700E-01,
